Date,Day of the week,Day,Month,Year,Thighs,Tenders,Wings,Egg rolls,Crispitos,BBB,Chimichanga,BCB,Onion Rings,Catfish Nuggets,Tamales,Chicken Gizzards,Jalapeno Poppers,Potato Wedges,Hot wings,Corn dogs,Sandwich,Quesadilla,Is Holiday,Chicken,FriedSnacks,FriedBurritos,Otherfood,Price_Chicken,Price_FriedSnacks,Price_FriedBurritos,Price_Other_Food
8/12/2017,Saturday,12,8,2017,7,20,13,2,15,7,16,13,6,3,6,5,5,6,8,14,4,4,FALSE,40,25,53,36,4.99,1.79,2.29,2.48
8/13/2017,Sunday,13,8,2017,4,23,6,3,11,6,5,14,5,5,2,4,4,6,6,10,8,5,FALSE,33,20,39,35,4.99,1.79,2.29,2.48
8/14/2017,Monday,14,8,2017,8,26,11,5,17,15,11,16,8,9,7,5,7,9,9,8,6,8,FALSE,45,36,64,40,4.99,1.79,2.29,2.48
8/15/2017,Tuesday,15,8,2017,6,39,5,6,16,19,17,16,5,4,6,5,6,7,1,11,4,8,FALSE,50,26,74,31,4.99,1.79,2.29,2.48
8/16/2017,Wednesday,16,8,2017,5,20,10,3,14,9,14,19,3,6,3,7,8,11,7,12,2,3,FALSE,35,27,59,35,4.99,1.79,2.29,2.48
8/17/2017,Thursday,17,8,2017,9,12,15,5,29,17,16,15,3,11,1,10,9,15,10,16,1,2,FALSE,36,34,82,44,4.99,1.79,2.29,2.48
8/18/2017,Friday,18,8,2017,6,27,13,2,27,21,14,13,2,6,15,6,9,13,7,7,16,7,FALSE,46,38,77,50,4.99,1.79,2.29,2.48
8/19/2017,Saturday,19,8,2017,5,34,12,6,8,9,5,19,8,1,10,8,6,13,4,14,15,1,FALSE,51,33,47,47,4.99,1.79,2.29,2.48
8/20/2017,Sunday,20,8,2017,4,11,9,1,7,11,3,8,1,2,4,4,4,1,5,5,1,7,FALSE,24,15,30,19,4.99,1.79,2.29,2.48
8/21/2017,Monday,21,8,2017,8,24,11,3,9,8,8,10,8,9,11,9,9,8,3,5,8,7,FALSE,43,46,38,31,4.99,1.79,2.29,2.48
8/22/2017,Tuesday,22,8,2017,8,21,8,2,15,13,8,15,3,3,2,6,8,5,2,5,13,8,FALSE,37,22,53,33,4.99,1.79,2.29,2.48
8/23/2017,Wednesday,23,8,2017,6,37,11,5,7,16,5,20,10,2,7,5,7,8,5,13,4,7,FALSE,54,31,53,37,4.99,1.79,2.29,2.48
8/24/2017,Thursday,24,8,2017,9,41,17,5,14,14,12,20,2,5,15,10,5,11,2,10,6,6,FALSE,67,37,65,35,4.99,1.79,2.29,2.48
8/25/2017,Friday,25,8,2017,6,15,8,2,8,7,17,12,11,6,8,9,9,10,7,5,14,6,FALSE,29,43,46,42,4.99,1.79,2.29,2.48
8/26/2017,Saturday,26,8,2017,9,10,9,4,23,8,6,16,6,7,4,7,8,4,3,9,8,7,FALSE,28,32,57,31,4.99,1.79,2.29,2.48
8/27/2017,Sunday,27,8,2017,3,13,7,1,10,7,10,8,1,5,4,6,6,9,1,7,8,5,FALSE,23,22,36,30,4.99,1.79,2.29,2.48
8/28/2017,Monday,28,8,2017,5,12,12,4,16,8,9,16,5,9,1,6,6,1,8,13,7,2,FALSE,29,27,53,31,4.99,1.79,2.29,2.48
8/29/2017,Tuesday,29,8,2017,8,12,6,3,12,7,12,14,9,8,2,8,6,11,4,10,13,2,FALSE,26,33,48,40,4.99,1.79,2.29,2.48
8/30/2017,Wednesday,30,8,2017,5,1,8,5,14,15,20,10,6,2,6,5,5,15,4,8,8,7,FALSE,14,24,64,42,4.99,1.79,2.29,2.48
8/31/2017,Thursday,31,8,2017,8,22,14,7,15,20,8,13,8,9,2,8,11,11,8,6,16,6,FALSE,44,38,63,47,4.99,1.79,2.29,2.48
9/1/2017,Friday,1,9,2017,7,15,6,2,22,16,16,12,4,9,16,11,8,12,10,11,10,2,FALSE,28,48,68,45,4.99,1.79,2.29,2.48
9/2/2017,Saturday,2,9,2017,7,8,6,6,9,19,11,18,1,5,12,7,10,8,8,11,6,1,FALSE,21,35,63,34,4.99,1.79,2.29,2.48
9/3/2017,Sunday,3,9,2017,6,6,9,4,11,11,10,13,4,2,7,5,4,4,6,7,7,6,FALSE,21,22,49,30,4.99,1.79,2.29,2.48
9/4/2017,Monday,4,9,2017,5,11,14,4,5,16,5,15,2,9,4,5,7,5,4,10,2,8,FALSE,30,27,45,29,4.99,1.79,2.29,2.48
9/5/2017,Tuesday,5,9,2017,5,35,11,2,15,5,9,11,8,7,4,9,8,10,2,13,6,2,FALSE,51,36,42,33,4.99,1.79,2.29,2.48
9/6/2017,Wednesday,6,9,2017,7,27,13,5,10,10,15,14,4,1,10,9,8,6,5,13,14,2,FALSE,47,32,54,40,4.99,1.79,2.29,2.48
9/7/2017,Thursday,7,9,2017,6,41,14,4,27,22,20,24,1,10,10,6,8,1,8,6,1,4,FALSE,61,35,97,20,4.99,1.79,2.29,2.48
9/8/2017,Friday,8,9,2017,11,31,11,1,29,14,8,18,8,6,11,9,11,11,2,15,1,5,FALSE,53,45,70,34,4.99,1.79,2.29,2.48
9/9/2017,Saturday,9,9,2017,8,5,7,1,20,12,8,11,2,6,7,6,7,5,4,6,11,9,FALSE,20,28,52,35,4.99,1.79,2.29,2.48
9/10/2017,Sunday,10,9,2017,4,6,10,2,16,10,6,8,2,6,11,5,4,5,4,4,2,4,FALSE,20,28,42,19,4.99,1.79,2.29,2.48
9/11/2017,Monday,11,9,2017,8,25,7,6,7,12,16,15,9,8,7,7,9,11,8,12,3,3,FALSE,40,40,56,37,4.99,1.79,2.29,2.48
9/12/2017,Tuesday,12,9,2017,7,26,6,1,14,13,16,16,9,3,12,8,9,8,6,6,10,8,FALSE,39,41,60,38,4.99,1.79,2.29,2.48
9/13/2017,Wednesday,13,9,2017,7,23,10,3,21,15,12,14,2,5,11,7,6,5,6,11,14,6,FALSE,40,31,65,42,4.99,1.79,2.29,2.48
9/14/2017,Thursday,14,9,2017,6,39,10,5,19,9,15,12,4,5,1,10,8,4,8,11,6,10,FALSE,55,28,60,39,4.99,1.79,2.29,2.48
9/15/2017,Friday,15,9,2017,11,28,12,7,27,13,19,14,9,1,14,8,7,7,5,16,1,2,FALSE,51,39,80,31,4.99,1.79,2.29,2.48
9/16/2017,Saturday,16,9,2017,10,25,9,9,9,22,15,23,1,7,7,8,9,8,4,17,12,12,TRUE,44,32,78,53,4.99,1.79,2.29,2.48
9/17/2017,Sunday,17,9,2017,4,12,7,2,5,9,11,13,1,5,2,6,5,9,1,8,4,3,FALSE,23,19,40,25,4.99,1.79,2.29,2.48
9/18/2017,Monday,18,9,2017,7,17,7,1,16,10,14,9,2,1,3,8,8,13,2,14,7,4,FALSE,31,22,50,40,4.99,1.79,2.29,2.48
9/19/2017,Tuesday,19,9,2017,5,2,12,4,25,13,9,11,3,4,6,7,7,4,2,11,10,3,FALSE,19,27,62,30,4.99,1.79,2.29,2.48
9/20/2017,Wednesday,20,9,2017,5,4,13,6,10,9,18,17,3,6,4,9,6,9,7,12,12,9,FALSE,22,28,60,49,4.99,1.79,2.29,2.48
9/21/2017,Thursday,21,9,2017,10,36,10,4,14,7,19,19,2,11,9,7,10,16,8,12,17,9,FALSE,56,39,63,62,4.99,1.79,2.29,2.48
9/22/2017,Friday,22,9,2017,8,39,16,3,17,14,18,22,10,9,18,12,7,13,9,16,14,9,FALSE,63,56,74,61,4.99,1.79,2.29,2.48
9/23/2017,Saturday,23,9,2017,10,34,11,6,19,12,14,19,8,2,4,5,5,4,8,6,3,6,FALSE,55,24,70,27,4.99,1.79,2.29,2.48
9/24/2017,Sunday,24,9,2017,5,13,5,4,7,13,8,9,5,2,6,5,6,7,4,5,3,6,FALSE,23,24,41,25,4.99,1.79,2.29,2.48
9/25/2017,Monday,25,9,2017,8,37,11,4,24,15,7,13,2,5,13,7,5,9,3,6,10,3,FALSE,56,32,63,31,4.99,1.79,2.29,2.48
9/26/2017,Tuesday,26,9,2017,8,17,5,6,21,11,7,16,9,8,12,7,6,2,4,10,11,1,FALSE,30,42,61,28,4.99,1.79,2.29,2.48
9/27/2017,Wednesday,27,9,2017,8,26,7,2,16,15,7,10,7,3,12,9,6,9,8,7,9,6,FALSE,41,37,50,39,4.99,1.79,2.29,2.48
9/28/2017,Thursday,28,9,2017,9,24,12,1,9,15,19,22,6,8,5,9,11,4,4,6,18,11,FALSE,45,39,66,43,4.99,1.79,2.29,2.48
9/29/2017,Friday,29,9,2017,8,41,10,7,15,14,9,19,8,6,4,10,8,5,2,10,14,7,FALSE,59,36,64,38,4.99,1.79,2.29,2.48
9/30/2017,Saturday,30,9,2017,6,11,11,2,11,18,10,11,8,6,5,7,7,11,7,9,10,2,FALSE,28,33,52,39,4.99,1.79,2.29,2.48
10/1/2017,Sunday,1,10,2017,5,9,5,3,12,9,15,7,6,4,8,6,7,1,3,5,10,6,FALSE,19,31,46,25,4.99,1.79,2.29,2.48
10/2/2017,Monday,2,10,2017,7,39,5,4,10,18,9,16,2,4,13,7,9,14,8,10,11,10,FALSE,51,35,57,53,4.99,1.79,2.29,2.48
10/3/2017,Tuesday,3,10,2017,8,2,13,5,10,13,11,14,6,9,5,9,4,2,1,7,10,8,FALSE,23,33,53,28,4.99,1.79,2.29,2.48
10/4/2017,Wednesday,4,10,2017,8,28,10,5,17,10,17,12,9,10,10,9,7,12,8,15,3,9,FALSE,46,45,61,47,4.99,1.79,2.29,2.48
10/5/2017,Thursday,5,10,2017,6,12,15,5,20,7,23,12,7,2,13,9,9,3,6,12,1,1,FALSE,33,40,67,23,4.99,1.79,2.29,2.48
10/6/2017,Friday,6,10,2017,6,3,9,6,17,19,20,17,2,11,1,9,7,8,2,18,9,4,FALSE,18,30,79,41,4.99,1.79,2.29,2.48
10/7/2017,Saturday,7,10,2017,5,12,12,3,21,11,17,18,1,4,8,5,6,11,1,5,13,3,FALSE,29,24,70,33,4.99,1.79,2.29,2.48
10/8/2017,Sunday,8,10,2017,3,8,4,1,6,5,7,10,2,4,6,5,6,7,4,8,7,6,FALSE,15,23,29,32,4.99,1.79,2.29,2.48
10/9/2017,Monday,9,10,2017,7,10,8,4,12,16,14,14,5,8,8,9,5,12,9,13,11,3,FALSE,25,35,60,48,4.99,1.79,2.29,2.48
10/10/2017,Tuesday,10,10,2017,8,14,7,3,16,11,15,10,7,4,14,7,7,5,8,14,2,1,FALSE,29,39,55,30,4.99,1.79,2.29,2.48
10/11/2017,Wednesday,11,10,2017,5,17,13,1,21,13,9,10,3,8,10,5,10,4,9,13,1,3,FALSE,35,36,54,30,4.99,1.79,2.29,2.48
10/12/2017,Thursday,12,10,2017,6,11,7,1,27,17,22,16,11,10,5,12,10,15,5,6,18,3,FALSE,24,48,83,47,4.99,1.79,2.29,2.48
10/13/2017,Friday,13,10,2017,7,41,13,7,18,20,17,20,5,1,15,7,7,3,7,13,10,12,FALSE,61,35,82,45,4.99,1.79,2.29,2.48
10/14/2017,Saturday,14,10,2017,6,28,13,5,20,14,6,14,2,8,13,6,5,14,6,14,7,1,FALSE,47,34,59,42,4.99,1.79,2.29,2.48
10/15/2017,Sunday,15,10,2017,5,2,4,2,11,4,12,8,2,2,6,4,3,9,3,10,4,1,FALSE,11,17,37,27,4.99,1.79,2.29,2.48
10/16/2017,Monday,16,10,2017,8,18,8,1,15,18,15,17,5,4,10,5,8,11,2,8,4,1,FALSE,34,32,66,26,4.99,1.79,2.29,2.48
10/17/2017,Tuesday,17,10,2017,6,6,14,6,19,17,15,14,3,8,3,8,6,14,7,11,11,8,FALSE,26,28,71,51,4.99,1.79,2.29,2.48
10/18/2017,Wednesday,18,10,2017,4,28,11,4,5,11,9,15,5,6,7,5,6,7,1,10,9,7,FALSE,43,29,44,34,4.99,1.79,2.29,2.48
10/19/2017,Thursday,19,10,2017,10,3,16,7,22,19,22,22,5,5,7,6,7,7,7,10,7,1,FALSE,29,30,92,32,4.99,1.79,2.29,2.48
10/20/2017,Friday,20,10,2017,9,35,7,2,23,12,18,21,3,5,11,6,8,14,6,17,2,7,FALSE,51,33,76,46,4.99,1.79,2.29,2.48
10/21/2017,Saturday,21,10,2017,5,35,11,5,11,13,11,12,6,4,13,6,8,12,5,14,14,5,FALSE,51,37,52,50,4.99,1.79,2.29,2.48
10/22/2017,Sunday,22,10,2017,4,2,7,2,12,12,4,9,5,4,10,5,4,4,6,10,1,4,FALSE,13,28,39,25,4.99,1.79,2.29,2.48
10/23/2017,Monday,23,10,2017,5,17,14,6,12,14,17,14,4,7,13,5,6,9,9,11,1,4,FALSE,36,35,63,34,4.99,1.79,2.29,2.48
10/24/2017,Tuesday,24,10,2017,9,29,10,5,12,17,17,11,9,5,4,7,5,9,7,10,10,3,FALSE,48,30,62,39,4.99,1.79,2.29,2.48
10/25/2017,Wednesday,25,10,2017,9,2,5,3,6,19,9,13,6,9,4,7,10,9,7,8,4,8,FALSE,16,36,50,36,4.99,1.79,2.29,2.48
10/26/2017,Thursday,26,10,2017,11,21,14,1,19,11,13,13,6,9,8,6,11,6,2,10,6,8,FALSE,46,40,57,32,4.99,1.79,2.29,2.48
10/27/2017,Friday,27,10,2017,9,14,16,6,22,24,11,16,4,9,9,6,5,12,2,15,4,6,FALSE,39,33,79,39,4.99,1.79,2.29,2.48
10/28/2017,Saturday,28,10,2017,5,36,7,6,19,10,13,19,5,4,3,5,9,5,8,8,4,9,FALSE,48,26,67,34,4.99,1.79,2.29,2.48
10/29/2017,Sunday,29,10,2017,4,1,4,2,11,9,12,8,4,5,8,5,6,3,4,8,9,5,FALSE,9,28,42,29,4.99,1.79,2.29,2.48
10/30/2017,Monday,30,10,2017,7,16,7,3,24,12,8,19,4,6,8,7,9,11,8,9,8,2,FALSE,30,34,66,38,4.99,1.79,2.29,2.48
10/31/2017,Tuesday,31,10,2017,7,27,11,6,14,11,18,16,7,3,13,6,7,3,9,6,12,7,FALSE,45,36,65,37,4.99,1.79,2.29,2.48
11/1/2017,Wednesday,1,11,2017,7,35,7,5,14,11,17,18,3,8,9,9,7,13,10,9,4,7,FALSE,49,36,65,43,4.99,1.79,2.29,2.48
11/2/2017,Thursday,2,11,2017,13,33,20,3,34,16,25,26,2,10,23,11,8,10,9,11,14,6,TRUE,66,54,104,50,4.99,1.79,2.29,2.48
11/3/2017,Friday,3,11,2017,6,36,11,4,19,9,16,21,7,6,17,10,6,16,9,16,11,10,FALSE,53,46,69,62,4.99,1.79,2.29,2.48
11/4/2017,Saturday,4,11,2017,8,25,10,1,10,12,19,18,7,4,7,5,8,12,2,14,6,4,FALSE,43,31,60,38,4.99,1.79,2.29,2.48
11/5/2017,Sunday,5,11,2017,5,17,8,4,16,8,3,12,3,1,4,4,5,4,6,4,1,5,FALSE,30,17,43,20,4.99,1.79,2.29,2.48
11/6/2017,Monday,6,11,2017,5,24,11,6,14,19,18,15,8,3,5,6,5,7,3,14,11,4,FALSE,40,27,72,39,4.99,1.79,2.29,2.48
11/7/2017,Tuesday,7,11,2017,8,37,12,5,13,12,13,13,2,2,2,8,6,2,1,8,10,9,FALSE,57,20,56,30,4.99,1.79,2.29,2.48
11/8/2017,Wednesday,8,11,2017,8,28,7,5,10,5,17,15,1,8,13,5,8,9,7,8,10,3,FALSE,43,35,52,37,4.99,1.79,2.29,2.48
11/9/2017,Thursday,9,11,2017,9,24,10,2,22,13,13,12,3,10,18,10,6,11,1,16,9,2,FALSE,43,47,62,39,4.99,1.79,2.29,2.48
11/10/2017,Friday,10,11,2017,6,21,13,1,28,8,14,22,9,6,2,7,6,16,1,6,11,7,FALSE,40,30,73,41,4.99,1.79,2.29,2.48
11/11/2017,Saturday,11,11,2017,7,34,12,5,19,6,12,11,9,5,14,9,5,9,1,6,6,7,FALSE,53,42,53,29,4.99,1.79,2.29,2.48
11/12/2017,Sunday,12,11,2017,3,24,9,1,6,12,4,12,1,3,8,5,3,9,3,4,2,4,FALSE,36,20,35,22,4.99,1.79,2.29,2.48
11/13/2017,Monday,13,11,2017,9,9,5,6,9,6,7,19,6,1,9,6,6,14,4,5,13,6,FALSE,23,28,47,42,4.99,1.79,2.29,2.48
11/14/2017,Tuesday,14,11,2017,6,33,13,4,8,20,13,12,3,1,13,10,7,5,6,5,7,8,FALSE,52,34,57,31,4.99,1.79,2.29,2.48
11/15/2017,Wednesday,15,11,2017,6,31,13,3,6,19,5,11,5,6,7,6,7,14,3,7,5,6,FALSE,50,31,44,35,4.99,1.79,2.29,2.48
11/16/2017,Thursday,16,11,2017,7,41,13,5,12,21,15,24,10,5,13,9,8,12,7,9,1,7,FALSE,61,45,77,36,4.99,1.79,2.29,2.48
11/17/2017,Friday,17,11,2017,8,37,9,5,16,15,15,18,3,4,7,10,10,14,8,18,4,4,FALSE,54,34,69,48,4.99,1.79,2.29,2.48
11/18/2017,Saturday,18,11,2017,9,3,7,4,21,12,12,17,1,3,8,5,6,10,1,6,5,2,FALSE,19,23,66,24,4.99,1.79,2.29,2.48
11/19/2017,Sunday,19,11,2017,3,2,5,3,13,4,12,11,3,6,2,5,5,1,4,4,5,5,FALSE,10,21,43,19,4.99,1.79,2.29,2.48
11/20/2017,Monday,20,11,2017,8,30,9,3,13,17,18,15,1,3,1,7,7,2,1,8,3,6,FALSE,47,19,66,20,4.99,1.79,2.29,2.48
11/21/2017,Tuesday,21,11,2017,5,16,13,6,25,7,14,17,9,8,12,5,5,10,7,10,6,1,FALSE,34,39,69,34,4.99,1.79,2.29,2.48
11/22/2017,Wednesday,22,11,2017,8,26,10,1,5,9,9,17,7,2,6,5,5,5,5,6,5,2,FALSE,44,25,41,23,4.99,1.79,2.29,2.48
11/23/2017,Thursday,23,11,2017,6,13,6,1,27,18,10,18,2,5,2,6,7,6,5,9,14,2,FALSE,25,22,74,36,4.99,1.79,2.29,2.48
11/24/2017,Friday,24,11,2017,11,37,12,6,22,17,15,14,11,1,15,7,9,7,1,17,1,1,FALSE,60,43,74,27,4.99,1.79,2.29,2.48
11/25/2017,Saturday,25,11,2017,7,37,11,2,23,5,14,21,5,5,9,8,5,13,10,7,10,3,FALSE,55,32,65,43,4.99,1.79,2.29,2.48
11/26/2017,Sunday,26,11,2017,7,28,8,2,6,9,16,17,7,2,5,7,6,8,6,6,6,5,TRUE,43,27,50,31,4.99,1.79,2.29,2.48
11/27/2017,Monday,27,11,2017,5,25,11,5,22,17,20,14,4,1,5,5,7,11,2,8,14,4,FALSE,41,22,78,39,4.99,1.79,2.29,2.48
11/28/2017,Tuesday,28,11,2017,6,41,14,4,6,7,14,16,1,1,13,7,8,1,4,9,8,2,FALSE,61,30,47,24,4.99,1.79,2.29,2.48
11/29/2017,Wednesday,29,11,2017,9,36,9,4,14,15,19,17,8,2,10,8,9,9,4,13,12,8,FALSE,54,37,69,46,4.99,1.79,2.29,2.48
11/30/2017,Thursday,30,11,2017,8,31,6,4,18,9,17,15,1,6,9,9,8,14,10,11,16,10,FALSE,45,33,63,61,4.99,1.79,2.29,2.48
12/1/2017,Friday,1,12,2017,8,41,7,5,9,17,11,20,4,11,6,10,6,11,2,16,1,10,FALSE,56,37,62,40,4.99,1.79,2.29,2.48
12/2/2017,Saturday,2,12,2017,11,7,8,3,11,7,17,14,6,6,3,6,5,4,5,7,2,7,FALSE,26,26,52,25,4.99,1.79,2.29,2.48
12/3/2017,Sunday,3,12,2017,5,3,6,3,8,4,10,11,6,3,6,6,4,5,6,10,10,1,FALSE,14,25,36,32,4.99,1.79,2.29,2.48
12/4/2017,Monday,4,12,2017,7,36,12,2,24,7,5,16,7,3,10,5,5,12,6,13,4,6,FALSE,55,30,54,41,4.99,1.79,2.29,2.48
12/5/2017,Tuesday,5,12,2017,7,1,5,2,23,12,17,12,2,8,4,6,9,13,4,8,12,4,FALSE,13,29,66,41,4.99,1.79,2.29,2.48
12/6/2017,Wednesday,6,12,2017,6,1,6,5,17,17,8,10,9,3,10,8,6,12,5,12,2,5,FALSE,13,36,57,36,4.99,1.79,2.29,2.48
12/7/2017,Thursday,7,12,2017,11,25,11,6,21,13,21,21,5,1,5,6,8,7,2,16,13,11,FALSE,47,25,82,49,4.99,1.79,2.29,2.48
12/8/2017,Friday,8,12,2017,6,23,9,6,27,18,9,19,5,5,14,11,6,1,6,13,11,11,FALSE,38,41,79,42,4.99,1.79,2.29,2.48
12/9/2017,Saturday,9,12,2017,8,29,9,4,15,9,9,12,2,5,14,9,7,14,3,11,10,4,FALSE,46,37,49,42,4.99,1.79,2.29,2.48
12/10/2017,Sunday,10,12,2017,3,7,6,1,14,11,8,9,1,4,1,5,4,6,2,10,6,5,FALSE,16,15,43,29,4.99,1.79,2.29,2.48
12/11/2017,Monday,11,12,2017,9,19,8,1,16,5,14,14,7,5,3,4,6,8,7,13,8,5,FALSE,36,25,50,41,4.99,1.79,2.29,2.48
12/12/2017,Tuesday,12,12,2017,10,34,7,6,24,19,14,16,4,11,5,10,9,7,4,7,5,11,TRUE,51,39,79,34,4.99,1.79,2.29,2.48
12/13/2017,Wednesday,13,12,2017,9,34,12,2,16,11,15,14,4,8,8,8,8,14,4,9,5,2,FALSE,55,36,58,34,4.99,1.79,2.29,2.48
12/14/2017,Thursday,14,12,2017,8,41,10,3,26,16,21,21,10,5,16,8,9,13,8,8,5,5,FALSE,59,48,87,39,4.99,1.79,2.29,2.48
12/15/2017,Friday,15,12,2017,10,34,14,3,21,14,21,12,8,11,4,7,11,17,4,14,17,4,FALSE,58,41,71,56,4.99,1.79,2.29,2.48
12/16/2017,Saturday,16,12,2017,7,11,6,2,11,14,16,10,1,1,7,8,7,4,2,7,10,6,FALSE,24,24,53,29,4.99,1.79,2.29,2.48
12/17/2017,Sunday,17,12,2017,3,25,4,3,13,12,8,8,6,3,5,6,4,6,5,7,9,1,FALSE,32,24,44,28,4.99,1.79,2.29,2.48
12/18/2017,Monday,18,12,2017,5,5,9,4,10,14,9,13,9,5,10,10,8,8,5,10,2,3,FALSE,19,42,50,28,4.99,1.79,2.29,2.48
12/19/2017,Tuesday,19,12,2017,8,8,6,2,23,18,9,18,5,5,12,8,9,7,1,6,14,9,FALSE,22,39,70,37,4.99,1.79,2.29,2.48
12/20/2017,Wednesday,20,12,2017,9,34,11,1,25,14,7,10,8,8,2,7,7,4,8,5,11,8,FALSE,54,32,57,36,4.99,1.79,2.29,2.48
12/21/2017,Thursday,21,12,2017,11,13,7,6,9,7,18,20,8,11,5,9,7,8,3,12,9,2,FALSE,31,40,60,34,4.99,1.79,2.29,2.48
12/22/2017,Friday,22,12,2017,10,41,10,4,27,17,18,17,10,4,10,6,9,7,8,5,2,6,FALSE,61,39,83,28,4.99,1.79,2.29,2.48
12/23/2017,Saturday,23,12,2017,7,1,12,6,12,7,17,17,10,9,1,8,7,11,6,13,1,3,FALSE,20,35,59,34,4.99,1.79,2.29,2.48
12/24/2017,Sunday,24,12,2017,5,20,9,3,14,5,5,11,1,5,1,4,5,8,4,9,7,4,FALSE,34,16,38,32,4.99,1.79,2.29,2.48
12/25/2017,Monday,25,12,2017,7,5,9,7,10,7,11,14,6,4,18,7,9,4,10,11,4,7,TRUE,21,44,49,36,4.99,1.79,2.29,2.48
12/26/2017,Tuesday,26,12,2017,10,6,13,6,9,8,6,14,9,2,15,7,8,10,4,5,9,4,FALSE,29,41,43,32,4.99,1.79,2.29,2.48
12/27/2017,Wednesday,27,12,2017,9,31,6,4,12,9,7,18,3,4,4,6,5,3,4,12,13,7,FALSE,46,22,50,39,4.99,1.79,2.29,2.48
12/28/2017,Thursday,28,12,2017,6,29,15,1,23,8,9,15,7,2,13,11,7,1,4,6,4,8,FALSE,50,40,56,23,4.99,1.79,2.29,2.48
12/29/2017,Friday,29,12,2017,12,4,15,2,11,22,11,12,7,5,2,10,10,17,1,10,11,5,FALSE,31,34,58,44,4.99,1.79,2.29,2.48
12/30/2017,Saturday,30,12,2017,7,11,8,5,14,17,9,15,7,5,1,7,9,12,3,12,7,3,FALSE,26,29,60,37,4.99,1.79,2.29,2.48
12/31/2017,Sunday,31,12,2017,6,3,3,1,12,13,10,8,2,1,6,7,4,4,1,6,9,3,FALSE,12,20,44,23,4.99,1.79,2.29,2.48
1/1/2018,Monday,1,1,2018,6,32,7,3,24,18,10,16,10,11,3,9,7,11,7,12,12,2,TRUE,45,40,71,44,4.99,1.79,2.29,2.48
1/2/2018,Tuesday,2,1,2018,8,26,6,4,10,6,17,16,9,1,4,6,6,11,8,11,1,4,FALSE,40,26,53,35,4.99,1.79,2.29,2.48
1/3/2018,Wednesday,3,1,2018,9,27,13,5,24,17,19,12,10,3,3,5,7,6,3,8,10,4,FALSE,49,28,77,31,4.99,1.79,2.29,2.48
1/4/2018,Thursday,4,1,2018,11,7,7,2,12,12,7,14,10,8,2,7,7,9,5,11,6,6,FALSE,25,34,47,37,4.99,1.79,2.29,2.48
1/5/2018,Friday,5,1,2018,6,17,7,4,12,14,18,17,4,1,10,9,7,9,7,14,10,1,FALSE,30,31,65,41,4.99,1.79,2.29,2.48
1/6/2018,Saturday,6,1,2018,7,34,11,1,8,11,15,13,6,2,3,8,8,2,6,5,12,2,FALSE,52,27,48,27,4.99,1.79,2.29,2.48
1/7/2018,Sunday,7,1,2018,4,27,8,4,16,10,6,8,6,2,6,5,6,6,4,5,2,6,FALSE,39,25,44,23,4.99,1.79,2.29,2.48
1/8/2018,Monday,8,1,2018,5,37,11,4,16,19,9,13,1,2,9,7,9,4,2,5,9,8,FALSE,53,28,61,28,4.99,1.79,2.29,2.48
1/9/2018,Tuesday,9,1,2018,6,38,14,5,8,5,14,15,3,2,5,4,8,11,7,8,5,8,FALSE,58,22,47,39,4.99,1.79,2.29,2.48
1/10/2018,Wednesday,10,1,2018,6,32,11,5,5,8,12,12,2,6,9,8,7,5,8,6,9,5,FALSE,49,32,42,33,4.99,1.79,2.29,2.48
1/11/2018,Thursday,11,1,2018,9,28,15,5,9,8,6,22,10,9,4,7,10,13,1,12,11,9,FALSE,52,40,50,46,4.99,1.79,2.29,2.48
1/12/2018,Friday,12,1,2018,7,7,12,2,28,11,9,20,7,7,14,10,8,16,7,18,7,10,FALSE,26,46,70,58,4.99,1.79,2.29,2.48
1/13/2018,Saturday,13,1,2018,6,4,6,4,16,12,15,15,8,6,5,7,5,8,9,9,9,4,FALSE,16,31,62,39,4.99,1.79,2.29,2.48
1/14/2018,Sunday,14,1,2018,5,12,4,3,14,9,7,8,1,6,10,4,6,3,5,9,5,3,FALSE,21,27,41,25,4.99,1.79,2.29,2.48
1/15/2018,Monday,15,1,2018,6,9,10,3,7,10,12,16,6,8,9,7,8,5,5,14,6,7,FALSE,25,38,48,37,4.99,1.79,2.29,2.48
1/16/2018,Tuesday,16,1,2018,6,30,14,2,23,20,15,13,7,7,6,8,6,6,9,12,8,5,FALSE,50,34,73,40,4.99,1.79,2.29,2.48
1/17/2018,Wednesday,17,1,2018,6,13,13,6,13,16,17,16,8,6,9,5,6,7,2,7,7,1,FALSE,32,34,68,24,4.99,1.79,2.29,2.48
1/18/2018,Thursday,18,1,2018,5,20,10,5,19,17,18,23,10,6,9,6,6,11,8,6,14,10,FALSE,35,37,82,49,4.99,1.79,2.29,2.48
1/19/2018,Friday,19,1,2018,5,40,11,6,25,14,14,17,6,11,2,10,9,18,11,11,10,5,FALSE,56,38,76,55,4.99,1.79,2.29,2.48
1/20/2018,Saturday,20,1,2018,5,22,9,6,13,10,5,18,3,2,2,6,8,12,2,7,12,7,FALSE,36,21,52,40,4.99,1.79,2.29,2.48
1/21/2018,Sunday,21,1,2018,5,3,7,4,5,9,6,7,1,5,8,4,4,5,4,7,6,1,FALSE,15,22,31,23,4.99,1.79,2.29,2.48
1/22/2018,Monday,22,1,2018,9,5,7,5,9,19,14,14,8,6,5,5,9,6,9,12,6,4,FALSE,21,33,61,37,4.99,1.79,2.29,2.48
